tweet_id,name,rating_numerator,rating_denominator,stages
890240255349198849,Cassie,14.0,10,doggo
884162670584377345,Yogi,12.0,10,doggo
872967104147763200,None,12.0,10,doggo
871515927908634625,Napolean,12.0,10,doggo
871102520638267392,None,14.0,10,doggo
869596645499047938,Scout,12.0,10,doggo
858843525470990336,None,13.0,10,doggo
855851453814013952,None,13.0,10,doggo
854010172552949760,None,11.0,10,doggo
846514051647705089,Barney,13.0,10,doggo
845397057150107648,Mimosa,13.0,10,doggo
836753516572119041,Meera,12.0,10,doggo
834574053763584002,None,13.0,10,doggo
834089966724603904,None,10.0,10,doggo
832998151111966721,Rhino,13.0,10,doggo
832273440279240704,Smiley,14.0,10,doggo
832032802820481025,Miguel,12.0,10,doggo
831939777352105988,Emanuel,12.0,10,doggo
831322785565769729,Pete,12.0,10,doggo
829449946868879360,None,11.0,10,doggo
828381636999917570,Doobert,14.0,10,doggo
826958653328592898,Loki,12.0,10,doggo
826848821049180160,Cupid,13.0,10,doggo
826476773533745153,Pilot,12.0,10,doggo
826204788643753985,None,13.0,10,doggo
821765923262631936,Duchess,13.0,10,doggo
821407182352777218,Sundance,14.0,10,doggo
821107785811234820,None,11.0,10,doggo
819924195358416896,None,11.0,10,doggo
819006400881917954,Sunny,14.0,10,doggo
819004803107983360,Bo,14.0,10,doggo
817777686764523521,Dido,13.0,10,doggo
813910438903693312,Chubbs,11.0,10,doggo
813202720496779264,None,11.0,10,doggo
813127251579564032,None,11.0,10,doggo
813096984823349248,Rocky,11.0,10,doggo
808106460588765185,None,12.0,10,doggo
801115127852503040,Bones,12.0,10,doggo
800018252395122689,None,11.0,10,doggo
799757965289017345,Sobe,13.0,10,doggo
796484825502875648,None,12.0,10,doggo
795464331001561088,None,13.0,10,doggo
786363235746385920,Rizzo,13.0,10,doggo
785639753186217984,Pinot,10.0,10,doggo
782747134529531904,Deacon,11.0,10,doggo
782305867769217024,Sampson,12.0,10,doggo
781655249211752448,Combo,11.0,10,doggo
781308096455073793,None,12.0,10,doggo
780074436359819264,None,10.0,10,doggo
775733305207554048,Anakin,11.0,10,doggo
775364825476165632,Finley,11.0,10,doggo
771908950375665664,None,13.0,10,doggo
768193404517830656,Gerald,8.0,10,doggo
767191397493538821,None,13.0,10,doggo
760893934457552897,Wishes,11.0,10,doggo
760521673607086080,None,12.0,10,doggo
759793422261743616,Maggie,12.0,10,doggo
758828659922702336,None,13.0,10,doggo
757393109802180609,None,10.0,10,doggo
756526248105566208,None,13.0,10,doggo
755206590534418437,one,14.0,10,doggo
752682090207055872,None,10.0,10,doggo
752660715232722944,None,10.0,10,doggo
752334515931054080,None,8.0,10,doggo
751583847268179968,None,5.0,10,doggo
750011400160841729,Piper,11.0,10,doggo
749075273010798592,Boomer,11.0,10,doggo
748932637671223296,Divine,13.0,10,doggo
748692773788876800,his,10.0,10,doggo
745433870967832576,Lenox,10.0,10,doggo
744234799360020481,None,13.0,10,doggo
742534281772302336,None,11.0,10,doggo
741067306818797568,just,12.0,10,doggo
739623569819336705,None,12.0,10,doggo
739238157791694849,None,13.0,10,doggo
735256018284875776,Kellogg,8.0,10,doggo
733109485275860992,None,12.0,10,doggo
732375214819057664,Kyle,11.0,10,doggo
727644517743104000,None,13.0,10,doggo
724771698126512129,None,11.0,10,doggo
719991154352222208,None,10.0,10,doggo
716080869887381504,None,11.0,10,doggo
883360690899218434,Grizzwald,13.0,10,floofer
854010172552949760,None,11.0,10,floofer
800388270626521089,Doc,12.0,10,floofer
776218204058357768,None,13.0,10,floofer
749317047558017024,Blu,12.0,10,floofer
746542875601690625,None,11.0,10,floofer
737445876994609152,None,13.0,10,floofer
733822306246479872,Moose,10.0,10,floofer
689993469801164801,None,12.0,10,floofer
685307451701334016,Petrick,11.0,10,floofer
886366144734445568,Roscoe,12.0,10,pupper
882762694511734784,Gus,12.0,10,pupper
881536004380872706,a,14.0,10,pupper
876838120628539392,Ginger,12.0,10,pupper
874296783580663808,Jed,13.0,10,pupper
873213775632977920,Sierra,12.0,10,pupper
871762521631449091,Rover,12.0,10,pupper
866450705531457537,Jamesy,13.0,10,pupper
854120357044912130,None,14.0,10,pupper
850019790995546112,Boomer,12.0,10,pupper
845306882940190720,Pickles,12.0,10,pupper
837820167694528512,None,12.0,10,pupper
837110210464448512,Clark,13.0,10,pupper
836380477523124226,Ava,12.0,10,pupper
833124694597443584,Gidget,12.0,10,pupper
831315979191906304,None,13.0,10,pupper
827933404142436356,Kona,12.0,10,pupper
824325613288833024,None,13.0,10,pupper
822462944365645825,Gabe,14.0,10,pupper
819238181065359361,None,10.0,10,pupper
817777686764523521,Dido,13.0,10,pupper
815966073409433600,None,13.0,10,pupper
814986499976527872,Cooper,11.0,10,pupper
811386762094317568,Craig,11.0,10,pupper
808733504066486276,None,12.0,10,pupper
808106460588765185,None,12.0,10,pupper
807621403335917568,Ollie,14.0,10,pupper
803638050916102144,None,13.0,10,pupper
801115127852503040,Bones,12.0,10,pupper
800459316964663297,None,12.0,10,pupper
797971864723324932,None,12.0,10,pupper
794205286408003585,Laika,14.0,10,pupper
789903600034189313,Ralphy,13.0,10,pupper
785639753186217984,Pinot,10.0,10,pupper
781308096455073793,None,12.0,10,pupper
779377524342161408,None,12.0,10,pupper
778039087836069888,None,12.0,10,pupper
778027034220126208,Sophie,11.27,10,pupper
776477788987613185,Huck,11.0,10,pupper
776113305656188928,Sampson,11.0,10,pupper
773985732834758656,Winnie,11.0,10,pupper
773547596996571136,Chelsea,11.0,10,pupper
772193107915964416,Willem,12.0,10,pupper
765371061932261376,Louie,11.0,10,pupper
759943073749200896,None,12.0,10,pupper
759793422261743616,Maggie,12.0,10,pupper
756939218950160384,Jax,12.0,10,pupper
755955933503782912,None,12.0,10,pupper
751950017322246144,Lola,13.0,10,pupper
751583847268179968,None,5.0,10,pupper
751456908746354688,None,12.0,10,pupper
750868782890057730,Milo,11.0,10,pupper
750506206503038976,Malcolm,8.0,10,pupper
750383411068534784,Zoe,9.0,10,pupper
750071704093859840,None,10.0,10,pupper
749417653287129088,Finn,11.0,10,pupper
748337862848962560,None,13.0,10,pupper
747963614829678593,None,10.0,10,pupper
744223424764059648,actually,12.0,10,pupper
743222593470234624,a,12.0,10,pupper
742465774154047488,None,14.0,10,pupper
742150209887731712,Edmund,8.0,10,pupper
741743634094141440,Aqua,11.0,10,pupper
741067306818797568,just,12.0,10,pupper
740676976021798912,Baloo,11.0,10,pupper
739606147276148736,Benji,9.0,10,pupper
736392552031657984,mad,13.0,10,pupper
736365877722001409,Rory,11.0,10,pupper
735648611367784448,None,12.0,10,pupper
735137028879360001,Buckley,9.0,10,pupper
733109485275860992,None,12.0,10,pupper
730573383004487680,Rooney,10.0,10,pupper
728035342121635841,all,12.0,10,pupper
728015554473250816,Rueben,11.0,10,pupper
727524757080539137,None,10.0,10,pupper
727314416056803329,None,11.0,10,pupper
725786712245440512,Lillie,11.0,10,pupper
724405726123311104,Ashleigh,10.0,10,pupper
724004602748780546,Luther,11.0,10,pupper
721001180231503872,Oliver,11.0,10,pupper
720340705894408192,Derek,10.0,10,pupper
719704490224398336,Clyde,12.0,10,pupper
717790033953034240,None,10.0,10,pupper
717009362452090881,Smokey,10.0,10,pupper
716447146686459905,Ozzy,13.0,10,pupper
712309440758808576,None,12.0,10,pupper
711968124745228288,Winston,10.0,10,pupper
711008018775851008,Chuckles,11.0,10,pupper
710117014656950272,None,11.0,10,pupper
708845821941387268,None,9.0,10,pupper
707411934438625280,None,11.0,10,pupper
707315916783140866,Finnegus,10.0,10,pupper
706310011488698368,None,12.0,10,pupper
705975130514706432,Adele,10.0,10,pupper
705428427625635840,Ambrose,11.0,10,pupper
704859558691414016,a,10.0,10,pupper
704761120771465216,None,13.0,10,pupper
704347321748819968,Ralphson,10.0,10,pupper
704134088924532736,None,12.0,10,pupper
703611486317502464,Scooter,10.0,10,pupper
703407252292673536,None,10.0,10,pupper
703268521220972544,None,12.0,10,pupper
702598099714314240,Sansa,11.0,10,pupper
701805642395348998,None,11.0,10,pupper
701545186879471618,Millie,10.0,10,pupper
700864154249383937,a,12.0,10,pupper
700151421916807169,None,11.0,10,pupper
700143752053182464,None,10.0,10,pupper
699801817392291840,Cooper,11.0,10,pupper
699434518667751424,None,12.0,10,pupper
699036661657767936,None,13.0,10,pupper
697616773278015490,None,11.0,10,pupper
697596423848730625,None,11.0,10,pupper
696877980375769088,Misty,9.0,10,pupper
696713835009417216,Trevith,9.0,10,pupper
696518437233913856,None,10.0,10,pupper
696100768806522880,None,10.0,10,pupper
695095422348574720,just,12.0,10,pupper
695074328191332352,Lorenzo,11.0,10,pupper
694329668942569472,Grady,9.0,10,pupper
693629975228977152,None,12.0,10,pupper
693590843962331137,Phil,3.0,10,pupper
693262851218264065,None,11.0,10,pupper
693095443459342336,Milo,10.0,10,pupper
692905862751522816,Wally,10.0,10,pupper
692828166163931137,None,12.0,10,pupper
692752401762250755,None,13.0,10,pupper
692417313023332352,Herschel,7.0,10,pupper
690015576308211712,None,12.0,10,pupper
689905486972461056,Gizmo,11.0,10,pupper
689623661272240129,Lucy,10.0,10,pupper
689143371370250240,Trip,10.0,10,pupper
688916208532455424,None,11.0,10,pupper
688894073864884227,Hamrick,7.0,10,pupper
688519176466644993,None,12.0,10,pupper
688179443353796608,Lizzie,10.0,10,pupper
687818504314159109,None,12.0,10,pupper
687704180304273409,Blakely,9.0,10,pupper
687476254459715584,Curtis,11.0,10,pupper
687312378585812992,None,7.0,10,pupper
687096057537363968,None,11.0,10,pupper
686760001961103360,None,12.0,10,pupper
686683045143953408,Mona,11.0,10,pupper
686618349602762752,Olivia,11.0,10,pupper
686377065986265092,Birf,10.0,10,pupper
686007916130873345,None,11.0,10,pupper
685943807276412928,the,8.0,10,pupper
685667379192414208,Marty,9.0,10,pupper
685641971164143616,Otis,7.0,10,pupper
685547936038666240,None,14.0,10,pupper
685268753634967552,Hubertson,10.0,10,pupper
685169283572338688,Gerbald,11.0,10,pupper
684880619965411328,None,5.0,10,pupper
684830982659280897,None,13.0,10,pupper
684588130326986752,None,12.0,10,pupper
684147889187209216,Sweets,12.0,10,pupper
683834909291606017,None,9.0,10,pupper
683828599284170753,None,12.0,10,pupper
683481228088049664,Banjo,11.0,10,pupper
683462770029932544,None,8.0,10,pupper
683142553609318400,Brandy,9.0,10,pupper
683111407806746624,Larry,10.0,10,pupper
683078886620553216,None,9.0,10,pupper
682788441537560576,None,12.0,10,pupper
682406705142087680,Patrick,7.0,10,pupper
681891461017812993,Charlie,10.0,10,pupper
681694085539872773,Bo,11.0,10,pupper
681679526984871937,None,7.0,10,pupper
681654059175129088,Toffee,12.0,10,pupper
681231109724700672,None,11.0,10,pupper
680836378243002368,Ellie,12.0,10,pupper
680473011644985345,Hector,10.0,10,pupper
680191257256136705,None,11.0,10,pupper
680176173301628928,None,10.0,10,pupper
680145970311643136,Kawhi,10.0,10,pupper
680100725817409536,None,11.0,10,pupper
679828447187857408,None,13.0,10,pupper
679777920601223168,Rinna,10.0,10,pupper
679527802031484928,None,11.0,10,pupper
679503373272485890,Dwight,8.0,10,pupper
678800283649069056,None,12.0,10,pupper
678708137298427904,None,10.0,10,pupper
678389028614488064,Bella,11.0,10,pupper
678341075375947776,None,12.0,10,pupper
678278586130948096,None,10.0,10,pupper
677557565589463040,None,10.0,10,pupper
677269281705472000,the,10.0,10,pupper
676936541936185344,None,8.0,10,pupper
676916996760600576,None,10.0,10,pupper
676819651066732545,None,12.0,10,pupper
676617503762681856,None,13.0,10,pupper
676603393314578432,Godzilla,9.0,10,pupper
676593408224403456,None,11.0,10,pupper
676575501977128964,None,8.0,10,pupper
676470639084101634,None,11.0,10,pupper
676263575653122048,None,10.0,10,pupper
675898130735476737,None,10.0,10,pupper
675845657354215424,Pepper,10.0,10,pupper
675740360753160193,None,12.0,10,pupper
675334060156301312,None,12.0,10,pupper
675113801096802304,Zuzu,10.0,10,pupper
675006312288268288,Mollie,10.0,10,pupper
674774481756377088,Superpup,11.0,10,pupper
674737130913071104,Rufio,10.0,10,pupper
674638615994089473,None,12.0,10,pupper
674447403907457024,None,10.0,10,pupper
674318007229923329,Lennon,8.0,10,pupper
674262580978937856,Gus,9.0,10,pupper
674038233588723717,Kaiya,12.0,10,pupper
673956914389192708,one,10.0,10,pupper
673919437611909120,Obie,11.0,10,pupper
673707060090052608,Raymond,10.0,10,pupper
673697980713705472,Pickles,8.0,10,pupper
673656262056419329,Albert,10.0,10,pupper
673612854080196609,Jeffri,7.0,10,pupper
673363615379013632,None,11.0,10,pupper
673342308415348736,Django,10.0,10,pupper
673295268553605120,Eve,8.0,10,pupper
673148804208660480,Fletcher,8.0,10,pupper
672988786805112832,Schnozz,10.0,10,pupper
672975131468300288,Chuckles,10.0,10,pupper
672970152493887488,Chet,7.0,10,pupper
672898206762672129,Cheryl,11.0,10,pupper
672622327801233409,None,12.0,10,pupper
672614745925664768,Norman,6.0,10,pupper
672594978741354496,Scott,9.0,10,pupper
672481316919734272,Jazz,12.0,10,pupper
672254177670729728,Rolf,11.0,10,pupper
672205392827572224,Opal,9.0,10,pupper
672160042234327040,Bubba,8.0,10,pupper
889665388333682689,None,13.0,10,puppo
889531135344209921,Stuart,13.0,10,puppo
878776093423087618,Snoopy,13.0,10,puppo
874012996292530176,Sebastian,13.0,10,puppo
867421006826221569,Shikha,12.0,10,puppo
859607811541651456,None,13.0,10,puppo
855851453814013952,None,13.0,10,puppo
825535076884762624,None,14.0,10,puppo
825026590719483904,Pablo,12.0,10,puppo
822872901745569793,None,13.0,10,puppo
819952236453363712,Oliver,13.0,10,puppo
803773340896923648,Diogi,12.0,10,puppo
802239329049477120,Loki,12.0,10,puppo
793195938047070209,Lily,12.0,10,puppo
790946055508652032,Betty,12.0,10,puppo
787717603741622272,Tonks,13.0,10,puppo
784183165795655680,Reginald,12.0,10,puppo
780931614150983680,None,13.0,10,puppo
756275833623502848,None,10.0,10,puppo
752519690950500352,None,11.0,10,puppo
751132876104687617,Cooper,10.0,10,puppo
744995568523612160,Abby,9.0,10,puppo
743253157753532416,Kilo,10.0,10,puppo
738537504001953792,Bayley,11.0,10,puppo
892420643555336193,Phineas,13.0,10,unnamed
892177421306343426,Tilly,13.0,10,unnamed
891815181378084864,Archie,12.0,10,unnamed
891689557279858688,Darla,13.0,10,unnamed
891327558926688256,Franklin,12.0,10,unnamed
891087950875897856,None,13.0,10,unnamed
890971913173991426,Jax,13.0,10,unnamed
890729181411237888,None,13.0,10,unnamed
890609185150312448,Zoey,13.0,10,unnamed
890006608113172480,Koda,13.0,10,unnamed
889880896479866881,Bruno,13.0,10,unnamed
889638837579907072,Ted,12.0,10,unnamed
889278841981685760,Oliver,13.0,10,unnamed
888917238123831296,Jim,12.0,10,unnamed
888804989199671297,Zeke,13.0,10,unnamed
888554962724278272,Ralphus,13.0,10,unnamed
888078434458587136,Gerald,12.0,10,unnamed
887705289381826560,Jeffrey,13.0,10,unnamed
887517139158093824,such,14.0,10,unnamed
887473957103951883,Canela,13.0,10,unnamed
887343217045368832,None,13.0,10,unnamed
887101392804085760,None,12.0,10,unnamed
886983233522544640,Maya,13.0,10,unnamed
886736880519319552,Mingus,13.0,10,unnamed
886680336477933568,Derek,13.0,10,unnamed
886258384151887873,Waffles,13.0,10,unnamed
885984800019947520,Jimbo,12.0,10,unnamed
885528943205470208,Maisey,13.0,10,unnamed
885518971528720385,None,14.0,10,unnamed
885167619883638784,None,13.0,10,unnamed
884925521741709313,Earl,12.0,10,unnamed
884876753390489601,Lola,13.0,10,unnamed
884562892145688576,Kevin,13.0,10,unnamed
884441805382717440,None,14.0,10,unnamed
884247878851493888,None,13.0,10,unnamed
883838122936631299,Noah,12.0,10,unnamed
883482846933004288,Bella,13.5,10,unnamed
883117836046086144,None,13.0,10,unnamed
882992080364220416,Rusty,13.0,10,unnamed
882627270321602560,Stanley,13.0,10,unnamed
882268110199369728,Alfy,13.0,10,unnamed
882045870035918850,Koko,13.0,10,unnamed
881906580714921986,Rey,12.0,10,unnamed
881666595344535552,Gary,13.0,10,unnamed
881268444196462592,Elliot,12.0,10,unnamed
880935762899988482,Louis,13.0,10,unnamed
880872448815771648,None,12.0,10,unnamed
880465832366813184,Bella,12.0,10,unnamed
880221127280381952,Jesse,12.0,10,unnamed
880095782870896641,None,11.0,10,unnamed
879862464715927552,Romeo,13.0,10,unnamed
879492040517615616,Bailey,12.0,10,unnamed
879415818425184262,Duddles,13.0,10,unnamed
879376492567855104,Jack,12.0,10,unnamed
879050749262655488,Steven,11.0,10,unnamed
879008229531029506,Beau,13.0,10,unnamed
878604707211726852,None,13.0,10,unnamed
878281511006478336,Shadow,13.0,10,unnamed
878057613040115712,Emmy,14.0,10,unnamed
877736472329191424,Aja,13.0,10,unnamed
877556246731214848,Penny,12.0,10,unnamed
877316821321428993,Dante,13.0,10,unnamed
877201837425926144,Nelly,12.0,10,unnamed
876537666061221889,None,14.0,10,unnamed
876484053909872640,Benedict,13.0,10,unnamed
876120275196170240,Venti,13.0,10,unnamed
875747767867523072,Goose,13.0,10,unnamed
875144289856114688,Nugget,13.0,10,unnamed
875097192612077568,None,13.0,10,unnamed
875021211251597312,None,12.0,10,unnamed
874680097055178752,Cash,12.0,10,unnamed
874057562936811520,None,12.0,10,unnamed
873580283840344065,None,13.0,10,unnamed
872820683541237760,None,13.0,10,unnamed
872620804844003328,Monkey,13.0,10,unnamed
872486979161796608,None,12.0,10,unnamed
872122724285648897,Kody,12.0,10,unnamed
871879754684805121,Lassie,13.0,10,unnamed
871032628920680449,Boomer,13.0,10,unnamed
870804317367881728,None,11.0,10,unnamed
870656317836468226,Cody,13.0,10,unnamed
870374049280663552,Zoey,13.0,10,unnamed
870308999962521604,Rumble,13.0,10,unnamed
870063196459192321,Clifford,14.0,10,unnamed
869772420881756160,Dewey,13.0,10,unnamed
869702957897576449,Stanley,13.0,10,unnamed
869227993411051520,Gizmo,13.0,10,unnamed
868880397819494401,Walter,14.0,10,unnamed
868622495443632128,None,13.0,10,unnamed
868552278524837888,Cooper,12.0,10,unnamed
867900495410671616,None,12.0,10,unnamed
867774946302451713,Harold,13.0,10,unnamed
867051520902168576,None,13.0,10,unnamed
866720684873056260,None,13.0,10,unnamed
866686824827068416,Lili,12.0,10,unnamed
866334964761202691,Coco,12.0,10,unnamed
865718153858494464,Boomer,13.0,10,unnamed
865359393868664832,Sammy,13.0,10,unnamed
865006731092295680,Nelly,13.0,10,unnamed
864873206498414592,None,14.0,10,unnamed
864279568663928832,Meatball,12.0,10,unnamed
864197398364647424,Paisley,13.0,10,unnamed
863907417377173506,Albus,13.0,10,unnamed
863553081350529029,Neptune,13.0,10,unnamed
863432100342583297,Belle,12.0,10,unnamed
863062471531167744,Quinn,13.0,10,unnamed
862831371563274240,Zooey,13.0,10,unnamed
862722525377298433,Dave,11.0,10,unnamed
862457590147678208,Jersey,13.0,10,unnamed
862096992088072192,None,13.0,10,unnamed
861383897657036800,Hobbes,13.0,10,unnamed
861288531465048066,None,13.0,10,unnamed
861005113778896900,Burt,12.0,10,unnamed
860563773140209665,Lorenzo,13.0,10,unnamed
860524505164394496,Carl,13.0,10,unnamed
860276583193509888,Jordy,12.0,10,unnamed
860184849394610176,None,14.0,10,unnamed
859924526012018688,Milky,12.0,10,unnamed
859851578198683649,Trooper,13.0,10,unnamed
859196978902773760,quite,12.0,10,unnamed
859074603037188101,None,13.0,10,unnamed
858471635011153920,Sophie,13.0,10,unnamed
858107933456039936,Wyatt,12.0,10,unnamed
857989990357356544,Rosie,12.0,10,unnamed
857746408056729600,Thor,13.0,10,unnamed
857393404942143489,None,13.0,10,unnamed
857263160327368704,Oscar,13.0,10,unnamed
857029823797047296,Zeke,12.0,10,unnamed
856543823941562368,Callie,12.0,10,unnamed
856282028240666624,Cermet,14.0,10,unnamed
855857698524602368,None,13.0,10,unnamed
855818117272018944,None,13.0,10,unnamed
855459453768019968,quite,12.0,10,unnamed
854732716440526848,Marlee,12.0,10,unnamed
854482394044301312,Arya,13.0,10,unnamed
854365224396361728,Einstein,13.0,10,unnamed
853760880890318849,Alice,12.0,10,unnamed
853639147608842240,None,13.0,10,unnamed
853299958564483072,Rumpole,13.0,10,unnamed
852912242202992640,Benny,12.0,10,unnamed
852672615818899456,Aspen,12.0,10,unnamed
852553447878664193,Jarod,13.0,10,unnamed
852311364735569921,Wiggles,13.0,10,unnamed
852226086759018497,General,14.0,10,unnamed
852189679701164033,Sailor,12.0,10,unnamed
851591660324737024,None,11.0,10,unnamed
851464819735769094,Iggy,14.0,10,unnamed
851224888060895234,Snoop,13.0,10,unnamed
850753642995093505,Kyle,11.0,10,unnamed
850380195714523136,Leo,13.0,10,unnamed
850145622816686080,Riley,11.0,10,unnamed
849776966551130114,None,12.0,10,unnamed
849412302885593088,Noosh,12.0,10,unnamed
849336543269576704,None,11.0,10,unnamed
849051919805034497,Kevin,13.0,10,unnamed
848690551926992896,None,12.0,10,unnamed
848324959059550208,Odin,12.0,10,unnamed
848212111729840128,Jerry,6.0,10,unnamed
847962785489326080,Georgie,10.0,10,unnamed
847842811428974592,Rontu,12.0,10,unnamed
847606175596138505,Cannon,12.0,10,unnamed
847251039262605312,Furzey,12.0,10,unnamed
847157206088847362,Daisy,11.0,10,unnamed
847116187444137987,None,11.0,10,unnamed
846874817362120707,Tuck,13.0,10,unnamed
846505985330044928,None,11.0,10,unnamed
846153765933735936,Vixen,13.0,10,unnamed
846139713627017216,None,13.0,10,unnamed
846042936437604353,Jarvis,12.0,10,unnamed
845812042753855489,None,13.0,10,unnamed
845677943972139009,None,12.0,10,unnamed
844973813909606400,Brady,12.0,10,unnamed
844580511645339650,Charlie,11.0,10,unnamed
844223788422217728,Margo,12.0,10,unnamed
843981021012017153,None,13.0,10,unnamed
843856843873095681,Sadie,12.0,10,unnamed
843604394117681152,Hank,11.0,10,unnamed
843235543001513987,Tycho,13.0,10,unnamed
842846295480000512,Charlie,13.0,10,unnamed
842765311967449089,Indie,12.0,10,unnamed
